Energy(eV),eps1,eps2,n,kappa,alpha(cm^-1)
1.403327389761475752e+00,2.830843120229128192e+18,4.615010495100048000e+17,1.688054782030736923e+09,1.366961115310534537e+08,1.944279459974993750e+13
1.410669417980122242e+00,2.839839248040490496e+18,4.685201188317780480e+17,1.690867755373855114e+09,1.385442821719043553e+08,1.980876427143955859e+13
1.418011446198768732e+00,2.845808409584819200e+18,4.753336731048965760e+17,1.692784848607645512e+09,1.403999077307047248e+08,2.017855600546592188e+13
1.425353474417415223e+00,2.855596787949026816e+18,4.819782952508556800e+17,1.695815879115568876e+09,1.421080853135497570e+08,2.052980821954644922e+13
1.432695502636061491e+00,2.862526230145668096e+18,4.884741656264481280e+17,1.698003399423898220e+09,1.438378055639281571e+08,2.088673092620992578e+13
1.440037530854707981e+00,2.873192713737851904e+18,4.948666929037690880e+17,1.701277586903098583e+09,1.454397262132261395e+08,2.122757504980942188e+13
1.447379559073354471e+00,2.881113095364480512e+18,5.011602877126218240e+17,1.703744255732626438e+09,1.470761489074308276e+08,2.157586470849394141e+13
1.454721587292000962e+00,2.892732566406403584e+18,5.073696209062250880e+17,1.707281909416065216e+09,1.485898778953736424e+08,2.190849955305600781e+13
1.462063615510647452e+00,2.901723449555507712e+18,5.135083952209436160e+17,1.710048765948249340e+09,1.501443717414093614e+08,2.224942809344807031e+13
1.469405643729293942e+00,2.914428357502412800e+18,5.195912839777108480e+17,1.713886139621174812e+09,1.515827895348275006e+08,2.257538285466425391e+13
1.476747671947940432e+00,2.924626155727152640e+18,5.256369053674730880e+17,1.716990492705327988e+09,1.530692533245392442e+08,2.291066970225545312e+13
1.484089700166586923e+00,2.938616743468636672e+18,5.316705388920204800e+17,1.721183105808368921e+09,1.544491510222892761e+08,2.323213924812203125e+13
1.491431728385233413e+00,2.950208928340353024e+18,5.377418460561338880e+17,1.724677534658809900e+09,1.558963444614337981e+08,2.356583515040124609e+13
1.498773756603879903e+00,2.965751839768755200e+18,5.438838451706965760e+17,1.729300756934261322e+09,1.572554233235011995e+08,2.388829962904327734e+13
1.506115784822526393e+00,2.978954740621923328e+18,5.501772392238216960e+17,1.733246815551205635e+09,1.587128948651362956e+08,2.422780663863904297e+13
1.513457813041172662e+00,2.996385762890899456e+18,5.567093162769288960e+17,1.738397146548444510e+09,1.601214421521185338e+08,2.456197801688949219e+13
1.520799841259819152e+00,3.011387727462304256e+18,5.635948153773107840e+17,1.742851284877601385e+09,1.616875806523252428e+08,2.492253685411447656e+13
1.528141869478465642e+00,3.031045540998462976e+18,5.709670245862813440e+17,1.748627986953622580e+09,1.632614337772876620e+08,2.528662144409385156e+13
1.535483897697112132e+00,3.047934260480029184e+18,5.789845977847700480e+17,1.753620974790197372e+09,1.650825937041612566e+08,2.569153635130057031e+13
1.542825925915758623e+00,3.070097319470460416e+18,5.878264195060030720e+17,1.760108404557964802e+09,1.669858566619455814e+08,2.611200034354064844e+13
1.550167954134405113e+00,3.088776326204478976e+18,5.976992317543191040e+17,1.765623209570848465e+09,1.692601310728113651e+08,2.659358904207650391e+13
1.557509982353051603e+00,3.113561223185110528e+18,6.087986255669861120e+17,1.772862623222900629e+09,1.716993233407578468e+08,2.710459660487275391e+13
1.564852010571698093e+00,3.133684284301706240e+18,6.213523497622726400e+17,1.778816477569597244e+09,1.746533039235244691e+08,2.770088239621598047e+13
1.572194038790344583e+00,3.160978132067215872e+18,6.355834649944309760e+17,1.786787912537088871e+09,1.778564373910375535e+08,2.834126688070208984e+13
1.579536067008991074e+00,3.181896924069964288e+18,6.517099462046782720e+17,1.793021079772424936e+09,1.817351601597998440e+08,2.909457587845152344e+13
1.586878095227637564e+00,3.211263736216290304e+18,6.699362876903296000e+17,1.801619346157271624e+09,1.859261472517086864e+08,2.990388135447431641e+13
1.594220123446284054e+00,3.232016841823394304e+18,6.904445472930228480e+17,1.807893744867224216e+09,1.909527452189203799e+08,3.085444357717959766e+13
1.601562151664930322e+00,3.262661881886062080e+18,7.133916156161404160e+17,1.816921284332245588e+09,1.963188008660277724e+08,3.186758958030782031e+13
1.608904179883576813e+00,3.282006058669829632e+18,7.388808300248312320e+17,1.822931234043624401e+09,2.026628367066393197e+08,3.304820096321396094e+13
1.616246208102223303e+00,3.312772358401470464e+18,7.669683993932884480e+17,1.832098465429706812e+09,2.093141864002927840e+08,3.428859646981048047e+13
1.623588236320869793e+00,3.329299946482047488e+18,7.976620573478731520e+17,1.837501285372186661e+09,2.170507481267711222e+08,3.571747165430053125e+13
1.630930264539516283e+00,3.358758297744330752e+18,8.308980746399933440e+17,1.846451375761781454e+09,2.249986340141757131e+08,3.719279351100127344e+13
1.638272292758162774e+00,3.371053975973167104e+18,8.665441847623836160e+17,1.850905319554159641e+09,2.340865779593505561e+08,3.886924678213966406e+13
1.645614320976809264e+00,3.397726869787134464e+18,9.043955983196664320e+17,1.859268488092185259e+09,2.432127484846674502e+08,4.056560144630366406e+13
1.652956349195455754e+00,3.404252565008023040e+18,9.448494696123176960e+17,1.862416994419881344e+09,2.536621692250572741e+08,4.249722895999371094e+13
1.660298377414102244e+00,3.425971109275964416e+18,9.864177668671851520e+17,1.869641891423342943e+09,2.637985839406479299e+08,4.439173600383438281e+13
1.667640405632748735e+00,3.425763690729718784e+18,1.029195157975953280e+18,1.871201155511089325e+09,2.750092246749505401e+08,4.648289800038492969e+13
1.674982433851395225e+00,3.441427302556141056e+18,1.072707187028793472e+18,1.876987404787614822e+09,2.857523668759444356e+08,4.851137884214944531e+13
1.682324462070041493e+00,3.434046210875592704e+18,1.116425748460890368e+18,1.876834145171041012e+09,2.974225909448028207e+08,5.071392664709333594e+13
1.689666490288687983e+00,3.442512026674499072e+18,1.159779521069369088e+18,1.880842742447332621e+09,3.083137933053020239e+08,5.280043146136303125e+13
1.697008518507334474e+00,3.428091330536338432e+18,1.202168964273489920e+18,1.878944075387083054e+09,3.199054671240892410e+08,5.502362645956042188e+13
1.704350546725980964e+00,3.428856421219069952e+18,1.242978500026185216e+18,1.880964411837104797e+09,3.304098929793651104e+08,5.707625797317058594e+13
1.711692574944627454e+00,3.408291213355759616e+18,1.281593981146101248e+18,1.877441460255005121e+09,3.413139659150883555e+08,5.921385714004971875e+13
1.719034603163273944e+00,3.401594001127898624e+18,1.317420308632701184e+18,1.877417516970893621e+09,3.508597040146626830e+08,6.113101928813823438e+13
1.726376631381920435e+00,3.376535543572471296e+18,1.349898867151030272e+18,1.872553070765012980e+09,3.604434203297488689e+08,6.306903361370377344e+13
1.733718659600566925e+00,3.363421691427449856e+18,1.378525717799783936e+18,1.870612506698004961e+09,3.684690743977624774e+08,6.474752805456544531e+13
1.741060687819213415e+00,3.336204360052042752e+18,1.402826948442670848e+18,1.864851945016700268e+09,3.761228745776137710e+08,6.637234802799207812e+13
1.748402716037859905e+00,3.318566329314105856e+18,1.422500378242089728e+18,1.861338286916366100e+09,3.821176376806582212e+08,6.771456335277774219e+13
1.755744744256506396e+00,3.292022386151401984e+18,1.437332992248159488e+18,1.855282185643687010e+09,3.873623655124675632e+08,6.893222976452196094e+13
1.763086772475152664e+00,3.272401276584170496e+18,1.447135008829423872e+18,1.850743459712738991e+09,3.909604546310379505e+08,6.986345252319553906e+13
1.770428800693799154e+00,3.249491622714939904e+18,1.452073065400957696e+18,1.845083271754654884e+09,3.934979758447573781e+08,7.060972080508884375e+13
1.777770828912445644e+00,3.230753013662924800e+18,1.451955563258294784e+18,1.840214370298165321e+09,3.945071798953071237e+08,7.108438542075251562e+13
1.785112857131092134e+00,3.214490276098085888e+18,1.447115762786159104e+18,1.835714890972760201e+09,3.941559143803972602e+08,7.131440305507965625e+13
1.792454885349738625e+00,3.199970096870916608e+18,1.437941246922373120e+18,1.831416451239745617e+09,3.925762613819984198e+08,7.132073235801457812e+13
1.799796913568385115e+00,3.193023100138191360e+18,1.424894934010548736e+18,1.828873028301896095e+09,3.895554562728611231e+08,7.106181898301651562e+13
1.807138941787031605e+00,3.185862991173857280e+18,1.408561234747838464e+18,1.826091291333328724e+09,3.856765654140357375e+08,7.064124116217053125e+13
1.814480970005678095e+00,3.190321716881645568e+18,1.389620122951158272e+18,1.826218611075889826e+09,3.804637940176516175e+08,6.996958174065361719e+13
1.821822998224324586e+00,3.193362271606085632e+18,1.369332691612466176e+18,1.825915109496980429e+09,3.749716195704472661e+08,6.923857234761903125e+13
1.829165026442971076e+00,3.209759865151500288e+18,1.348217515952096000e+18,1.829094672779639482e+09,3.685477673780648112e+08,6.832666121029378906e+13
1.836507054661617566e+00,3.224388179129793024e+18,1.326672998425212928e+18,1.831807839508682251e+09,3.621212252211582661e+08,6.740468876794143750e+13
1.843849082880263834e+00,3.253149908040422912e+18,1.305993393586757888e+18,1.838295446101433039e+09,3.552185793519871831e+08,6.638417621725962500e+13
1.851191111098910325e+00,3.280896384862970368e+18,1.287112729787774720e+18,1.844618093419159889e+09,3.488832551246418953e+08,6.545983520250719531e+13
1.858533139317556815e+00,3.321014543107434496e+18,1.270944184597283328e+18,1.854307986448182821e+09,3.427004019520245790e+08,6.455478645576284375e+13
1.865875167536203305e+00,3.361866923315254272e+18,1.258364456319271424e+18,1.864339419146432400e+09,3.374826609886840582e+08,6.382305303947283594e+13
1.873217195754849795e+00,3.411355403342925312e+18,1.250194421583144448e+18,1.876776689919178009e+09,3.330695730340147018e+08,6.323632485736059375e+13
1.880559223973496286e+00,3.464316295430012928e+18,1.247178472439269120e+18,1.890276635525927305e+09,3.298931090295867324e+08,6.287873336398160938e+13
1.887901252192142776e+00,3.520425007300879872e+18,1.249969242566606848e+18,1.904753698567759514e+09,3.281183397902036905e+08,6.278462514298124219e+13
1.895243280410789266e+00,3.583573398402931200e+18,1.259102179718904320e+18,1.921185414813724995e+09,3.276888763599595428e+08,6.294629755358696094e+13
1.902585308629435756e+00,3.643075877587683328e+18,1.275003576090235392e+18,1.936855887905734062e+09,3.291426027232361436e+08,6.347047720604397656e+13
1.909927336848082247e+00,3.713822350947834368e+18,1.298002776542916096e+18,1.955497476442503214e+09,3.318855667623462081e+08,6.424639099809735156e+13
1.917269365066728737e+00,3.773356551485726208e+18,1.328278347386947584e+18,1.971506329935691118e+09,3.368689025285236239e+08,6.546174534815128125e+13
1.924611393285375005e+00,3.848723803348515840e+18,1.366183841417272832e+18,1.991573907142833948e+09,3.429909973507427573e+08,6.690665211249924219e+13
1.931953421504021495e+00,3.904567122041093120e+18,1.411639289716470784e+18,2.007047423118596077e+09,3.516706365420688391e+08,6.886146925725242969e+13
1.939295449722667986e+00,3.980722315602046464e+18,1.464151536044666624e+18,2.027581237046108007e+09,3.610586617426297069e+08,7.096844218663503125e+13
1.946637477941314476e+00,4.029918401039114752e+18,1.523126970687406336e+18,2.041821318617319584e+09,3.729824340650035739e+08,7.358969194375615625e+13
1.953979506159960966e+00,4.104048106272535040e+18,1.588576596612396544e+18,2.062137147179337502e+09,3.851772416750519872e+08,7.628236495400576562e+13
1.961321534378607456e+00,4.144570329641127936e+18,1.659975183353834752e+18,2.074753843902504683e+09,4.000414767834595442e+08,7.952384024875764062e+13
1.968663562597253947e+00,4.214042093679557120e+18,1.736795839167388160e+18,2.094273076990494490e+09,4.146536233142988086e+08,8.273713791371960938e+13
1.976005590815900437e+00,4.244334026646117888e+18,1.818473152723839488e+18,2.104973188332974195e+09,4.319468682078496814e+08,8.650914589078598438e+13
1.983347619034546927e+00,4.307133961399813632e+18,1.904419858743948288e+18,2.123265115288539886e+09,4.484649243825464249e+08,9.015106180303287500e+13
1.990689647253193417e+00,4.326535359892884480e+18,1.994049536526845952e+18,2.131956518254651308e+09,4.676571776799871922e+08,9.435712242438331250e+13
1.998031675471839907e+00,4.381430586620517376e+18,2.086775856064041216e+18,2.148770149023706436e+09,4.855744708228024840e+08,9.833355497972450000e+13
2.005373703690486398e+00,4.390054958329595392e+18,2.182114386784761600e+18,2.155518998871301174e+09,5.061691379030729532e+08,1.028808404233197500e+14
2.012715731909132888e+00,4.436578044158694400e+18,2.279565739526740480e+18,2.170774976138875008e+09,5.250580471453031898e+08,1.071108056123438438e+14
2.020057760127779378e+00,4.435070782535514624e+18,2.378724371183082496e+18,2.175750678271022320e+09,5.466445201968994141e+08,1.119211881883953906e+14
2.027399788346425868e+00,4.473387243308295680e+18,2.479262617267604992e+18,2.189505681944732666e+09,5.661694869559574127e+08,1.163400864954461875e+14
2.034741816565072359e+00,4.462722181175263232e+18,2.580938139057616384e+18,2.192945898540692329e+09,5.884637055513124466e+08,1.213591478633804844e+14
2.042083844783718849e+00,4.493435414879421440e+18,2.683591900606211584e+18,2.205360748205095768e+09,6.084246994035648108e+08,1.259284713411944688e+14
2.049425873002364895e+00,4.474610838896880128e+18,2.787152255870605824e+18,2.207517509732101440e+09,6.312865568637886047e+08,1.311300665217224219e+14
2.056767901221011385e+00,4.498490043768361984e+18,2.891768149201625600e+18,2.218813716854951859e+09,6.516473481380287409e+08,1.358443073793182969e+14
2.064109929439657876e+00,4.472010604391754240e+18,2.997438126700343296e+18,2.219869874898396969e+09,6.751382503529706001e+08,1.412436924649904375e+14
2.071451957658304366e+00,4.489426731494500352e+18,3.104129784024821248e+18,2.230190680475849628e+09,6.959337179551169872e+08,1.461121292168316875e+14
2.078793985876950856e+00,4.455556870867124224e+18,3.212130952910412288e+18,2.230275610801183701e+09,7.201197325913714170e+08,1.517258883357040938e+14
2.086136014095597346e+00,4.466788378583197696e+18,3.321654880154595328e+18,2.239783303742092133e+09,7.415125549433686733e+08,1.567850522131972500e+14
2.093478042314243837e+00,4.425061542647545344e+18,3.432888564619080192e+18,2.238926944771081924e+09,7.666370206130316257e+08,1.626678486972519688e+14
2.100820070532890327e+00,4.429589588696970752e+18,3.546224840525931520e+18,2.247646255840194702e+09,7.888752136399492025e+08,1.679734701376006250e+14
2.108162098751536817e+00,4.378678644417965056e+18,3.661449009642273792e+18,2.245716303817752838e+09,8.152073802505135536e+08,1.741869559570062188e+14
2.115504126970183307e+00,4.375199308121482240e+18,3.778798834364482048e+18,2.253480509635122776e+09,8.384361032206872702e+08,1.797742035602445000e+14
2.122846155188829798e+00,4.313565391986970624e+18,3.898275281580539392e+18,2.250292674226454258e+09,8.661707266412767172e+08,1.863655130823243438e+14
2.130188183407476288e+00,4.300290526201851904e+18,4.019794284393227264e+18,2.256858581363304615e+09,8.905729223771265745e+08,1.922786141517088750e+14
2.137530211626122778e+00,4.225928940381537280e+18,4.143159346979012096e+18,2.252116496426951408e+09,9.198368187330130339e+08,1.992813133243180625e+14
2.144872239844769268e+00,4.200506459723225600e+18,4.268069769152033792e+18,2.257087139472633839e+09,9.454818324270068407e+08,2.055408471940873125e+14
2.152214268063415759e+00,4.111435758454257152e+18,4.394098493939855360e+18,2.250452949407967091e+09,9.762697982856792212e+08,2.129604158282440000e+14
2.159556296282062249e+00,4.071285446250693120e+18,4.520702542375733248e+18,2.253335736021312237e+09,1.003113399860662222e+09,2.195624597142307812e+14
2.166898324500708739e+00,3.965826325880466432e+18,4.647222881564315648e+18,2.244459957765707493e+09,1.035265268485895991e+09,2.273702837644198125e+14
2.174240352719355229e+00,3.908532754064619008e+18,4.772525520903198720e+18,2.244693190588403225e+09,1.063068561198818564e+09,2.342676667429876250e+14
2.181582380938001720e+00,3.785968188004097536e+18,4.896570669554839552e+18,2.233323998199966908e+09,1.096251747059857368e+09,2.423959959613216875e+14
2.188924409156648210e+00,3.709534778894317568e+18,5.017922925909376000e+18,2.230441997664428711e+09,1.124871870948406935e+09,2.495613616820306562e+14
2.196266437375294700e+00,3.569408651454084096e+18,5.135565000136270848e+18,2.216256273119538307e+09,1.158612625810551643e+09,2.579091839973630000e+14
